family,instance_name,relative_path,time_limit_seconds,best_known_solution,is_optimal,script_name
Homberger,R1_2_2,Instances/Homberger/R1_2_2.txt,1800,3919.9,True,genScript1.sh
Homberger,R1_2_3,Instances/Homberger/R1_2_3.txt,1800,3373.9,True,genScript1.sh
Homberger,R1_2_4,Instances/Homberger/R1_2_4.txt,1800,3047.6,True,genScript1.sh
Homberger,R1_2_5,Instances/Homberger/R1_2_5.txt,1800,4053.2,True,genScript1.sh
Homberger,R1_2_6,Instances/Homberger/R1_2_6.txt,1800,3559.1,True,genScript1.sh
Homberger,R1_2_7,Instances/Homberger/R1_2_7.txt,1800,3141.9,True,genScript1.sh
Homberger,R1_2_8,Instances/Homberger/R1_2_8.txt,1800,2938.4,True,genScript1.sh
Homberger,R1_2_9,Instances/Homberger/R1_2_9.txt,1800,3734.7,True,genScript1.sh
Homberger,R1_4_1,Instances/Homberger/R1_4_1.txt,3600,10305.8,True,genScript1.sh
Homberger,R1_4_10,Instances/Homberger/R1_4_10.txt,3600,8086.4,False,genScript1.sh
Homberger,R1_4_2,Instances/Homberger/R1_4_2.txt,3600,8876.4,False,genScript1.sh
Homberger,R1_4_3,Instances/Homberger/R1_4_3.txt,3600,7802.8,False,genScript1.sh
Homberger,R1_4_4,Instances/Homberger/R1_4_4.txt,3600,7269.0,False,genScript1.sh
Homberger,R1_4_5,Instances/Homberger/R1_4_5.txt,3600,9188.6,False,genScript1.sh
Homberger,R1_4_6,Instances/Homberger/R1_4_6.txt,3600,8340.4,True,genScript1.sh
Homberger,R1_4_7,Instances/Homberger/R1_4_7.txt,3600,7602.8,False,genScript1.sh
Homberger,R1_4_8,Instances/Homberger/R1_4_8.txt,3600,7255.8,False,genScript1.sh
Homberger,R1_4_9,Instances/Homberger/R1_4_9.txt,3600,8680.6,False,genScript1.sh
Homberger,R1_6_1,Instances/Homberger/R1_6_1.txt,3600,21274.2,False,genScript2.sh
Homberger,R1_6_10,Instances/Homberger/R1_6_10.txt,3600,17648.1,False,genScript1.sh
Homberger,R1_6_2,Instances/Homberger/R1_6_2.txt,3600,18571.7,False,genScript2.sh
Homberger,R1_6_3,Instances/Homberger/R1_6_3.txt,3600,16940.7,False,genScript2.sh
Homberger,R1_6_4,Instances/Homberger/R1_6_4.txt,3600,15773.6,False,genScript2.sh
Homberger,R1_6_5,Instances/Homberger/R1_6_5.txt,3600,19305.7,False,genScript2.sh
Homberger,R1_6_6,Instances/Homberger/R1_6_6.txt,3600,17790.2,False,genScript2.sh
Homberger,R1_6_7,Instances/Homberger/R1_6_7.txt,3600,16537.2,False,genScript2.sh
Homberger,R1_6_8,Instances/Homberger/R1_6_8.txt,3600,15617.3,False,genScript2.sh
Homberger,R1_6_9,Instances/Homberger/R1_6_9.txt,3600,18510.0,False,genScript2.sh
Homberger,R1_8_1,Instances/Homberger/R1_8_1.txt,3600,36393.3,False,genScript2.sh
Homberger,R1_8_10,Instances/Homberger/R1_8_10.txt,3600,31059.8,False,genScript2.sh
Homberger,R1_8_2,Instances/Homberger/R1_8_2.txt,3600,32352.3,False,genScript2.sh
Homberger,R1_8_3,Instances/Homberger/R1_8_3.txt,3600,29429.1,False,genScript2.sh
Homberger,R1_8_4,Instances/Homberger/R1_8_4.txt,3600,27844.4,False,genScript2.sh
Homberger,R1_8_5,Instances/Homberger/R1_8_5.txt,3600,33640.0,False,genScript2.sh
Homberger,R1_8_6,Instances/Homberger/R1_8_6.txt,3600,30989.5,False,genScript2.sh
Homberger,R1_8_7,Instances/Homberger/R1_8_7.txt,3600,28954.7,False,genScript2.sh
Homberger,R1_8_8,Instances/Homberger/R1_8_8.txt,3600,27715.8,False,genScript2.sh
Homberger,R1_8_9,Instances/Homberger/R1_8_9.txt,3600,32381.1,False,genScript2.sh
Homberger,R2_10_1,Instances/Homberger/R2_10_1.txt,7200,36899.4,False,genScript3.sh
Homberger,R2_10_10,Instances/Homberger/R2_10_10.txt,7200,29956.9,False,genScript3.sh
Homberger,R2_10_2,Instances/Homberger/R2_10_2.txt,7200,31296.2,False,genScript3.sh
Homberger,R2_10_3,Instances/Homberger/R2_10_3.txt,7200,24422.1,False,genScript3.sh
Homberger,R2_10_4,Instances/Homberger/R2_10_4.txt,7200,17968.1,False,genScript3.sh
Homberger,R2_10_5,Instances/Homberger/R2_10_5.txt,7200,34233.0,False,genScript3.sh
Homberger,R2_10_6,Instances/Homberger/R2_10_6.txt,7200,29215.3,False,genScript3.sh
Homberger,R2_10_7,Instances/Homberger/R2_10_7.txt,7200,23243.8,False,genScript3.sh
Homberger,R2_10_8,Instances/Homberger/R2_10_8.txt,7200,17512.7,False,genScript3.sh
Homberger,R2_10_9,Instances/Homberger/R2_10_9.txt,7200,32104.9,False,genScript3.sh
Homberger,R2_2_1,Instances/Homberger/R2_2_1.txt,1800,3468.0,True,genScript1.sh
Homberger,R2_2_10,Instances/Homberger/R2_2_10.txt,1800,2549.4,True,genScript1.sh
Homberger,R2_2_2,Instances/Homberger/R2_2_2.txt,1800,3008.2,True,genScript1.sh
Homberger,R2_2_3,Instances/Homberger/R2_2_3.txt,1800,2537.5,True,genScript1.sh
Homberger,R2_2_4,Instances/Homberger/R2_2_4.txt,1800,1928.5,True,genScript1.sh
Homberger,R2_2_5,Instances/Homberger/R2_2_5.txt,1800,3061.1,True,genScript1.sh
Homberger,R2_2_6,Instances/Homberger/R2_2_6.txt,1800,2675.4,True,genScript1.sh
Homberger,R2_2_7,Instances/Homberger/R2_2_7.txt,1800,2304.7,True,genScript1.sh
Homberger,R2_2_8,Instances/Homberger/R2_2_8.txt,1800,1842.4,True,genScript1.sh
Homberger,R2_2_9,Instances/Homberger/R2_2_9.txt,1800,2843.3,True,genScript1.sh
Homberger,R2_4_1,Instances/Homberger/R2_4_1.txt,3600,7520.7,True,genScript1.sh
Homberger,R2_4_10,Instances/Homberger/R2_4_10.txt,3600,5645.9,False,genScript1.sh
Homberger,R2_4_2,Instances/Homberger/R2_4_2.txt,3600,6482.8,True,genScript1.sh
Homberger,R2_4_3,Instances/Homberger/R2_4_3.txt,3600,5372.9,True,genScript1.sh
Homberger,R2_4_4,Instances/Homberger/R2_4_4.txt,3600,4211.2,False,genScript1.sh
Homberger,R2_4_5,Instances/Homberger/R2_4_5.txt,3600,6567.9,False,genScript1.sh
Homberger,R2_4_6,Instances/Homberger/R2_4_6.txt,3600,5818.3,False,genScript1.sh
Homberger,R2_4_7,Instances/Homberger/R2_4_7.txt,3600,4893.5,False,genScript1.sh
Homberger,R2_4_8,Instances/Homberger/R2_4_8.txt,3600,4001.0,False,genScript1.sh
Homberger,R2_4_9,Instances/Homberger/R2_4_9.txt,3600,6067.8,False,genScript1.sh
Homberger,R2_6_1,Instances/Homberger/R2_6_1.txt,3600,15145.3,False,genScript2.sh
Homberger,R2_6_10,Instances/Homberger/R2_6_10.txt,3600,11851.6,False,genScript2.sh
Homberger,R2_6_2,Instances/Homberger/R2_6_2.txt,3600,12986.9,False,genScript2.sh
Homberger,R2_6_3,Instances/Homberger/R2_6_3.txt,3600,10455.3,False,genScript2.sh
Homberger,R2_6_4,Instances/Homberger/R2_6_4.txt,3600,7940.3,False,genScript2.sh
Homberger,R2_6_5,Instances/Homberger/R2_6_5.txt,3600,13809.7,False,genScript2.sh
Homberger,R2_6_6,Instances/Homberger/R2_6_6.txt,3600,11849.1,False,genScript2.sh
Homberger,R2_6_7,Instances/Homberger/R2_6_7.txt,3600,9811.0,False,genScript2.sh
Homberger,R2_6_8,Instances/Homberger/R2_6_8.txt,3600,7512.3,False,genScript2.sh
Homberger,R2_6_9,Instances/Homberger/R2_6_9.txt,3600,12741.9,False,genScript2.sh
Homberger,R2_8_1,Instances/Homberger/R2_8_1.txt,3600,24986.8,False,genScript2.sh
Homberger,R2_8_10,Instances/Homberger/R2_8_10.txt,3600,20016.5,False,genScript2.sh
Homberger,R2_8_2,Instances/Homberger/R2_8_2.txt,3600,21330.2,False,genScript2.sh
Homberger,R2_8_3,Instances/Homberger/R2_8_3.txt,3600,17238.1,False,genScript2.sh
Homberger,R2_8_4,Instances/Homberger/R2_8_4.txt,3600,13198.4,False,genScript2.sh
Homberger,R2_8_5,Instances/Homberger/R2_8_5.txt,3600,22802.0,False,genScript2.sh
Homberger,R2_8_6,Instances/Homberger/R2_8_6.txt,3600,19754.5,False,genScript2.sh
Homberger,R2_8_7,Instances/Homberger/R2_8_7.txt,3600,16400.3,False,genScript2.sh
Homberger,R2_8_8,Instances/Homberger/R2_8_8.txt,3600,12708.5,False,genScript2.sh
Homberger,R2_8_9,Instances/Homberger/R2_8_9.txt,3600,21298.8,False,genScript2.sh
Homberger,RC1_10_1,Instances/Homberger/RC1_10_1.txt,7200,45948.5,False,genScript3.sh
Homberger,RC1_10_10,Instances/Homberger/RC1_10_10.txt,7200,43745.6,False,genScript3.sh
Homberger,RC1_10_2,Instances/Homberger/RC1_10_2.txt,7200,43870.6,False,genScript3.sh
Homberger,RC1_10_3,Instances/Homberger/RC1_10_3.txt,7200,42338.0,False,genScript3.sh
Homberger,RC1_10_4,Instances/Homberger/RC1_10_4.txt,7200,41469.2,False,genScript3.sh
Homberger,RC1_10_5,Instances/Homberger/RC1_10_5.txt,7200,45235.5,False,genScript3.sh
Homberger,RC1_10_6,Instances/Homberger/RC1_10_6.txt,7200,45144.0,False,genScript3.sh
Homberger,RC1_10_7,Instances/Homberger/RC1_10_7.txt,7200,44686.2,False,genScript3.sh
Homberger,RC1_10_8,Instances/Homberger/RC1_10_8.txt,7200,44130.8,False,genScript3.sh
Homberger,RC1_10_9,Instances/Homberger/RC1_10_9.txt,7200,44072.4,False,genScript3.sh
Homberger,RC1_2_1,Instances/Homberger/RC1_2_1.txt,1800,3516.9,True,genScript1.sh
Homberger,RC1_2_10,Instances/Homberger/RC1_2_10.txt,1800,2990.5,False,genScript1.sh
Homberger,RC1_2_2,Instances/Homberger/RC1_2_2.txt,1800,3221.6,True,genScript1.sh
Homberger,RC1_2_3,Instances/Homberger/RC1_2_3.txt,1800,3001.4,True,genScript1.sh
Homberger,RC1_2_4,Instances/Homberger/RC1_2_4.txt,1800,2845.2,True,genScript1.sh
Homberger,RC1_2_5,Instances/Homberger/RC1_2_5.txt,1800,3325.6,True,genScript1.sh
Homberger,RC1_2_6,Instances/Homberger/RC1_2_6.txt,1800,3300.7,True,genScript1.sh
Homberger,RC1_2_7,Instances/Homberger/RC1_2_7.txt,1800,3177.8,True,genScript1.sh
Homberger,RC1_2_8,Instances/Homberger/RC1_2_8.txt,1800,3060.0,True,genScript1.sh
Homberger,RC1_2_9,Instances/Homberger/RC1_2_9.txt,1800,3073.3,False,genScript1.sh
Homberger,RC1_4_1,Instances/Homberger/RC1_4_1.txt,3600,8524.0,False,genScript1.sh
Homberger,RC1_4_10,Instances/Homberger/RC1_4_10.txt,3600,7585.3,False,genScript1.sh
Homberger,RC1_4_2,Instances/Homberger/RC1_4_2.txt,3600,7884.9,False,genScript1.sh
Homberger,RC1_4_3,Instances/Homberger/RC1_4_3.txt,3600,7516.9,False,genScript1.sh
Homberger,RC1_4_4,Instances/Homberger/RC1_4_4.txt,3600,7295.3,False,genScript1.sh
Homberger,RC1_4_5,Instances/Homberger/RC1_4_5.txt,3600,8172.4,False,genScript1.sh
Homberger,RC1_4_6,Instances/Homberger/RC1_4_6.txt,3600,8148.7,False,genScript1.sh
Homberger,RC1_4_7,Instances/Homberger/RC1_4_7.txt,3600,7935.4,False,genScript1.sh
Homberger,RC1_4_8,Instances/Homberger/RC1_4_8.txt,3600,7765.7,False,genScript1.sh
Homberger,RC1_4_9,Instances/Homberger/RC1_4_9.txt,3600,7722.8,False,genScript1.sh
Homberger,RC1_6_1,Instances/Homberger/RC1_6_1.txt,3600,16981.3,False,genScript2.sh
Homberger,RC1_6_10,Instances/Homberger/RC1_6_10.txt,3600,15672.8,False,genScript2.sh
Homberger,RC1_6_2,Instances/Homberger/RC1_6_2.txt,3600,15982.6,False,genScript2.sh
Homberger,RC1_6_3,Instances/Homberger/RC1_6_3.txt,3600,15232.1,False,genScript2.sh
Homberger,RC1_6_4,Instances/Homberger/RC1_6_4.txt,3600,14778.2,False,genScript2.sh
Homberger,RC1_6_5,Instances/Homberger/RC1_6_5.txt,3600,16580.4,False,genScript2.sh
Homberger,RC1_6_6,Instances/Homberger/RC1_6_6.txt,3600,16534.9,False,genScript2.sh
Homberger,RC1_6_7,Instances/Homberger/RC1_6_7.txt,3600,16091.3,False,genScript2.sh
Homberger,RC1_6_8,Instances/Homberger/RC1_6_8.txt,3600,15955.9,False,genScript2.sh
Homberger,RC1_6_9,Instances/Homberger/RC1_6_9.txt,3600,15837.5,False,genScript2.sh
Homberger,RC1_8_1,Instances/Homberger/RC1_8_1.txt,3600,30039.5,False,genScript2.sh
Homberger,RC1_8_10,Instances/Homberger/RC1_8_10.txt,3600,28210.7,False,genScript2.sh
Homberger,RC1_8_2,Instances/Homberger/RC1_8_2.txt,3600,28363.3,False,genScript2.sh
Homberger,RC1_8_3,Instances/Homberger/RC1_8_3.txt,3600,27504.5,False,genScript2.sh
Homberger,RC1_8_4,Instances/Homberger/RC1_8_4.txt,3600,26595.4,False,genScript2.sh
Homberger,RC1_8_5,Instances/Homberger/RC1_8_5.txt,3600,29306.4,False,genScript2.sh
Homberger,RC1_8_6,Instances/Homberger/RC1_8_6.txt,3600,29247.1,False,genScript2.sh
Homberger,RC1_8_7,Instances/Homberger/RC1_8_7.txt,3600,28858.6,False,genScript2.sh
Homberger,RC1_8_8,Instances/Homberger/RC1_8_8.txt,3600,28505.0,False,genScript2.sh
Homberger,RC1_8_9,Instances/Homberger/RC1_8_9.txt,3600,28400.5,False,genScript2.sh
Homberger,RC2_10_1,Instances/Homberger/RC2_10_1.txt,7200,28190.8,False,genScript3.sh
Homberger,RC2_10_10,Instances/Homberger/RC2_10_10.txt,7200,21848.3,False,genScript3.sh
Homberger,RC2_10_2,Instances/Homberger/RC2_10_2.txt,7200,24271.7,False,genScript3.sh
Homberger,RC2_10_3,Instances/Homberger/RC2_10_3.txt,7200,19747.9,False,genScript3.sh
Homberger,RC2_10_4,Instances/Homberger/RC2_10_4.txt,7200,15804.9,False,genScript3.sh
Homberger,RC2_10_5,Instances/Homberger/RC2_10_5.txt,7200,25892.3,False,genScript3.sh
Homberger,RC2_10_6,Instances/Homberger/RC2_10_6.txt,7200,25871.0,False,genScript3.sh
Homberger,RC2_10_7,Instances/Homberger/RC2_10_7.txt,7200,24451.7,False,genScript3.sh
Homberger,RC2_10_8,Instances/Homberger/RC2_10_8.txt,7200,23332.3,False,genScript3.sh
Homberger,RC2_10_9,Instances/Homberger/RC2_10_9.txt,7200,22859.3,False,genScript3.sh
Homberger,RC2_2_1,Instances/Homberger/RC2_2_1.txt,1800,2797.4,True,genScript1.sh
Homberger,RC2_2_10,Instances/Homberger/RC2_2_10.txt,1800,1989.2,False,genScript1.sh
Homberger,RC2_2_2,Instances/Homberger/RC2_2_2.txt,1800,2481.6,True,genScript1.sh
Homberger,RC2_2_3,Instances/Homberger/RC2_2_3.txt,1800,2227.7,True,genScript1.sh
Homberger,RC2_2_4,Instances/Homberger/RC2_2_4.txt,1800,1854.8,True,genScript1.sh
Homberger,RC2_2_5,Instances/Homberger/RC2_2_5.txt,1800,2491.4,True,genScript1.sh
Homberger,RC2_2_6,Instances/Homberger/RC2_2_6.txt,1800,2495.1,True,genScript1.sh
Homberger,RC2_2_7,Instances/Homberger/RC2_2_7.txt,1800,2287.7,True,genScript1.sh
Homberger,RC2_2_8,Instances/Homberger/RC2_2_8.txt,1800,2151.2,True,genScript1.sh
Homberger,RC2_2_9,Instances/Homberger/RC2_2_9.txt,1800,2086.6,True,genScript1.sh
Homberger,RC2_4_1,Instances/Homberger/RC2_4_1.txt,3600,6147.3,True,genScript1.sh
Homberger,RC2_4_10,Instances/Homberger/RC2_4_10.txt,3600,4252.3,False,genScript1.sh
Homberger,RC2_4_2,Instances/Homberger/RC2_4_2.txt,3600,5407.5,True,genScript1.sh
Homberger,RC2_4_3,Instances/Homberger/RC2_4_3.txt,3600,4573.0,False,genScript1.sh
Homberger,RC2_4_4,Instances/Homberger/RC2_4_4.txt,3600,3597.9,False,genScript1.sh
Homberger,RC2_4_5,Instances/Homberger/RC2_4_5.txt,3600,5396.9,False,genScript1.sh
Homberger,RC2_4_6,Instances/Homberger/RC2_4_6.txt,3600,5332.0,False,genScript1.sh
Homberger,RC2_4_7,Instances/Homberger/RC2_4_7.txt,3600,4987.8,False,genScript1.sh
Homberger,RC2_4_8,Instances/Homberger/RC2_4_8.txt,3600,4706.7,False,genScript1.sh
Homberger,RC2_4_9,Instances/Homberger/RC2_4_9.txt,3600,4510.4,False,genScript1.sh
